random_text,degree,data_points,coeffs,nth_root,text_decimal,text_hexa,coeffs_min_text,constant_nth_root,bisection_initial,secant_initial,newton_initial,x_coords,y_coords
sqJXGYe8V3,11,"[(0.9696917554712373, 0.14547992788167186), (0.5847084245102464, 0.37177362215694076), (0.7644132173408611, 0.01654591246828696), (0.5895815360518579, 0.21940906201349897), (0.8655201561365882, 0.06832410771658826), (0.4741403254044688, 0.15732509380996096), (0.25118129890804963, 0.5423896243187518), (0.812016431727702, 0.4230692539181212), (0.877321266278006, 0.8985100753821836), (0.6960805483640549, 0.4271798540425703), (0.11239764244648609, 0.1009979740505399), (0.4784857847039323, 0.0730801828876333)]","[-309120178.771739, 2088891419.6097937, -6307514397.967254, 11213329594.611616, -13011231403.623644, 10317024613.988909, -5683346989.383766, 2164296506.167984, -554558587.95322, 90161983.45810212, -8246572.712767038, 313712.16509958054]",3.6666666666666665,545161984720544411964979,0x73714a58475965385633,"[-309120178.771739, 2088891419.6097937, -6307514397.967254, 11213329594.611616, -13011231403.623644, 10317024613.988909, -5683346989.383766, 2164296506.167984, -554558587.95322, 90161983.45810212, -8246572.712767038, -5.451619847205444e+23]",31.553969927072874,"[-32, 32]","[31, 32]",32,"(0.9696917554712373, 0.14547992788167186)","(0.5847084245102464, 0.37177362215694076)"
r97fxW0tYt,13,"[(0.24251474206321877, 0.22069055938366366), (0.7289477448622863, 0.6834068213934038), (0.652200981831932, 0.5712437302845127), (0.8181447181741961, 0.47031454464543265), (0.9486745900179316, 0.3943762576881199), (0.22941877876972805, 0.18862602652822336), (0.7367230625564889, 0.7794598040834814), (0.18484178106290294, 0.3927742281386306), (0.7678245185815216, 0.5512383926773379), (0.26072591577026705, 0.7686465380222842), (0.5390158021466905, 0.5529492036832846), (0.3437478460723751, 0.45608144560020847), (0.7480304777909608, 0.8818370832047595), (0.6408715100264315, 0.13336095189030528)]","[-2147279608.5270476, 13792257497.017431, -39731115983.64935, 67752936655.02844, -76015543663.98547, 58964696721.737274, -32322359254.33426, 12560349931.342667, -3409986714.8490295, 622132158.5204268, -69871127.59056401, 3750314.6774539948, 28581.084624642506, -9318.443843761896]",4.333333333333333,539405235469776579746164,0x72393766785730745974,"[-2147279608.5270476, 13792257497.017431, -39731115983.64935, 67752936655.02844, -76015543663.98547, 58964696721.737274, -32322359254.33426, 12560349931.342667, -3409986714.8490295, 622132158.5204268, -69871127.59056401, 3750314.6774539948, 28581.084624642506, -5.394052354697766e+23]",-8.241425200545741,"[8, -8]","[-9, -8]",-8,"(0.24251474206321877, 0.22069055938366366)","(0.7289477448622863, 0.6834068213934038)"
V7x5rf5vBG,7,"[(0.16651754837887722, 0.1158860601181344), (0.6314766520130229, 0.8663724568916713), (0.045811023629020675, 0.5386124492209006), (0.8195495663850401, 0.28293262009130415), (0.15679361845672568, 0.299960508139249), (0.2430701304481654, 0.8351055603329545), (0.07872025240381064, 0.9412684041485629), (0.46797738017701995, 0.44926955515820566)]","[-210289.79346723133, 502142.41231001815, -455636.5885544073, 198077.69251237664, -43093.64065637592, 4555.802832086639, -211.15095893366373, 4.008677809921985]",3.5,407146750406085139907143,0x56377835726635764247,"[-210289.79346723133, 502142.41231001815, -455636.5885544073, 198077.69251237664, -43093.64065637592, 4555.802832086639, -211.15095893366373, -4.071467504060851e+23]",1.4869146603593957,"[-1, 1]","[1, 2]",1,"(0.16651754837887722, 0.1158860601181344)","(0.6314766520130229, 0.8663724568916713)"
AC8pv3yaDC,9,"[(0.5586953987005766, 0.72460831166101), (0.49989988741508107, 0.8447578409990556), (0.4473591883996183, 0.5008765952038926), (0.3027537242130084, 0.6673285699710269), (0.6124619566685614, 0.5224374282678138), (0.5893354508388337, 0.5181967934588345), (0.13460758829059727, 0.5955706296717596), (0.004373209532050892, 0.18882826256275798), (0.21355100190324516, 0.8745760128414548), (0.21606628974567565, 0.48415647644100057)]","[-32059232.091750704, 107701834.38371277, -154630383.72212768, 123551333.43726993, -59882481.05920273, 17960098.204233825, -3243780.804246893, 322409.41828783834, -13792.868536955917, 54.60669204254093]",4.5,308193820119892446233667,0x41433870763379614443,"[-32059232.091750704, 107701834.38371277, -154630383.72212768, 123551333.43726993, -59882481.05920273, 17960098.204233825, -3243780.804246893, 322409.41828783834, -13792.868536955917, -3.081938201198924e+23]",2.432510017742672,"[-2, 2]","[2, 3]",2,"(0.5586953987005766, 0.72460831166101)","(0.49989988741508107, 0.8447578409990556)"
3KfoCQA6EM,5,"[(0.5874314226180137, 0.9577700473384748), (0.15842427719296281, 0.19100104644213578), (0.08097569128553717, 0.5418107193381907), (0.46201009528491677, 0.7122268993131528), (0.7312856747734011, 0.30416614039843126), (0.9801632975013788, 0.8751113307917342)]","[187.1900965747652, -396.39290611060756, 268.91687953930887, -59.43144149643964, 0.5070424868385459, 0.7640546866700916]",2.5,242231577624210671289677,0x334b666f43514136454d,"[187.1900965747652, -396.39290611060756, 268.91687953930887, -59.43144149643964, 0.5070424868385459, -2.422315776242107e+23]",0.897945084932299,"[-1, 1]","[0, 1]",1,"(0.5874314226180137, 0.9577700473384748)","(0.15842427719296281, 0.19100104644213578)"
ImWoTu8fLz,9,"[(0.8621794680017812, 0.3546717605539692), (0.6720312047844244, 0.09595353777816062), (0.7563466165237698, 0.29510619696998797), (0.06558668304041504, 0.9456333127874332), (0.971541128787257, 0.47047482722181133), (0.28409332706520085, 0.9901715686595264), (0.16121012674391655, 0.8882926362426884), (0.09387610546305569, 0.8667512768609563), (0.3271044199764006, 0.3754092086796116), (0.1261170663127107, 0.35355876052418267)]","[948497.2119644192, -4002298.24034533, 7043139.279674261, -6712878.292789632, 3772260.8660603287, -1278991.4897400073, 258265.6746904489, -29590.242514379384, 1732.5607497298101, -38.67846735829285]",4.5,346749748700784590474362,0x496d576f547538664c7a,"[948497.2119644192, -4002298.24034533, 7043139.279674261, -6712878.292789632, 3772260.8660603287, -1278991.4897400073, 258265.6746904489, -29590.242514379384, 1732.5607497298101, -3.467497487007846e+23]",-2.253050602774214,"[2, -2]","[-3, -2]",-2,"(0.8621794680017812, 0.3546717605539692)","(0.6720312047844244, 0.09595353777816062)"
x1f5WBUzKI,13,"[(0.9692582002565898, 0.7379964314097974), (0.563269119163822, 0.5323623001204281), (0.9018486755622719, 0.8867163318508762), (0.7614675627804706, 0.9730611240720572), (0.8883607768114647, 0.6750730035411352), (0.9181452565697713, 0.1790827153139417), (0.4355831610929545, 0.9380472739399718), (0.8607593630199081, 0.4640698782422722), (0.1601462096599685, 0.39452153759677344), (0.46775135605998164, 0.8735470064510665), (0.1885713466603829, 0.40395614811606595), (0.6114937221949758, 0.2851290342669396), (0.571979658846887, 0.6919443427573495), (0.5479939103982259, 0.7727955014653164)]","[-16031795305.048965, 133681840281.77878, -506982616607.8429, 1156552070628.9414, -1768367803440.775, 1910830514684.1562, -1498554521971.4111, 861770253112.447, -362455443957.59247, 109771251264.00507, -23177318813.03357, 3215517579.841982, -261291265.83332264, 9343743.087183492]",4.333333333333333,567595233292677241523017,0x783166355742557a4b49,"[-16031795305.048965, 133681840281.77878, -506982616607.8429, 1156552070628.9414, -1768367803440.775, 1910830514684.1562, -1498554521971.4111, 861770253112.447, -362455443957.59247, 109771251264.00507, -23177318813.03357, 3215517579.841982, -261291265.83332264, -5.675952332926772e+23]",40.605208377955854,"[-41, 41]","[40, 41]",41,"(0.9692582002565898, 0.7379964314097974)","(0.563269119163822, 0.5323623001204281)"
bBRcAfDNsu,11,"[(0.12493959523403353, 0.20215584078854854), (0.21211440595623765, 0.29869709834285463), (0.9108284728638933, 0.29484229833177855), (0.33165794108654023, 0.17481913155809892), (0.41247041240648874, 0.5035083581925502), (0.9595208919606552, 0.710826981844811), (0.9019693551083855, 0.4952903597375674), (0.6050086530400045, 0.5858101510679757), (0.030157917204552076, 0.7930282085465946), (0.6780987834034755, 0.6931640951055107), (0.6210430679082724, 0.6904525569129657), (0.7352041008681977, 0.8619785218506418)]","[-3951386.776818483, 23569330.881252956, -61642717.78237465, 92865779.68823601, -89012963.62109911, 56570505.11340329, -24085185.204397056, 6777706.500022671, -1211597.0984275073, 127057.12544582426, -6644.928391525634, 113.81800123112697]",3.6666666666666665,464015337090731354256245,0x624252634166444e7375,"[-3951386.776818483, 23569330.881252956, -61642717.78237465, 92865779.68823601, -89012963.62109911, 56570505.11340329, -24085185.204397056, 6777706.500022671, -1211597.0984275073, 127057.12544582426, -6644.928391525634, -4.6401533709073135e+23]",3.6373475983000922,"[-4, 4]","[3, 4]",4,"(0.12493959523403353, 0.20215584078854854)","(0.21211440595623765, 0.29869709834285463)"
31fTzBpaLd,9,"[(0.01731278489237542, 0.4930264850734253), (0.22811205094843312, 0.9363751850985472), (0.970174265340766, 0.719613865193337), (0.025421228668514373, 0.8412999764184523), (0.6692434602063076, 0.30073575011790865), (0.18999761789714786, 0.30710240931951405), (0.7735296588943263, 0.6582886093224674), (0.7181162415957028, 0.5685212348635645), (0.717043978882809, 0.3007904781309625), (0.44347825634944416, 0.5624665745462518)]","[10556719.81928231, -42622797.52054184, 71324207.5029054, -63938119.360406436, 33108913.633311443, -9945841.087860823, 1648004.5891480935, -132634.9319372405, 3793.626202518917, -33.138316213407656]",4.5,241751954738879358127204,0x333166547a4270614c64,"[10556719.81928231, -42622797.52054184, 71324207.5029054, -63938119.360406436, 33108913.633311443, -9945841.087860823, 1648004.5891480935, -132634.9319372405, 3793.626202518917, -2.4175195473887935e+23]",-2.1769638051534534,"[2, -2]","[-3, -2]",-2,"(0.01731278489237542, 0.4930264850734253)","(0.22811205094843312, 0.9363751850985472)"
Qw1c2ZUAXm,13,"[(0.9603050431044556, 0.45540170857864415), (0.9446846854952433, 0.7375272985842878), (0.8254695968429385, 0.2622713635429538), (0.9471690378202208, 0.7903967245224063), (0.2743410332116354, 0.3418741408507867), (0.6763162383194532, 0.19913804895703036), (0.5395801101639439, 0.7349296542922666), (0.8086204483878471, 0.8931682998889794), (0.6712651054566607, 0.2518555726757493), (0.10765255664670859, 0.4219365070537856), (0.5956422491848862, 0.589768304435855), (0.7710395330747957, 0.24516235216636617), (0.8097083203944992, 0.6276297419977038), (0.20065029388184863, 0.16625224700096009)]","[-544176851745.61005, 4530173324644.715, -17135221880275.574, 38929442450600.68, -59155591676561.46, 63343787409829.984, -49036219503431.87, 27690451180942.05, -11357434402122.434, 3323822150533.548, -670077661800.6101, 87369699714.71187, -6532855131.659786, 208609885.64820814]",4.333333333333333,384710406400706810566765,0x51773163325a5541586d,"[-544176851745.61005, 4530173324644.715, -17135221880275.574, 38929442450600.68, -59155591676561.46, 63343787409829.984, -49036219503431.87, 27690451180942.05, -11357434402122.434, 3323822150533.548, -670077661800.6101, 87369699714.71187, -6532855131.659786, -3.847104064007066e+23]",83.14698616308904,"[-83, 83]","[83, 84]",83,"(0.9603050431044556, 0.45540170857864415)","(0.9446846854952433, 0.7375272985842878)"
Ls0sONesTq,5,"[(0.8786601362680387, 0.855693662421874), (0.238979660812905, 0.8593772995436177), (0.4316111361886086, 0.04156777305460002), (0.20454179730034117, 0.2645153303880706), (0.7965286046261565, 0.7353399659045218), (0.9624899530573867, 0.823619655188689)]","[385.77689237242873, -1276.7795738151594, 1596.6347137224125, -925.464327330656, 243.0176699781611, -22.29025134050063]",2.5,361024719487903905043569,0x4c7330734f4e65735471,"[385.77689237242873, -1276.7795738151594, 1596.6347137224125, -925.464327330656, 243.0176699781611, -3.610247194879039e+23]",-3.4613537483805725,"[3, -3]","[-4, -3]",-3,"(0.8786601362680387, 0.855693662421874)","(0.238979660812905, 0.8593772995436177)"
6ob5Ig8zH1,3,"[(0.32983396507377316, 0.7204720340852252), (0.12279622113086075, 0.8132409069664814), (0.5413952028940491, 0.8393789781307749), (0.7975440463037768, 0.05543016281281554)]","[-15.055143376712028, 17.37829699931175, -5.839379085465534, 1.2961253889339568]",1.5,257062455310239762368561,0x366f62354967387a4831,"[-15.055143376712028, 17.37829699931175, -5.839379085465534, -2.5706245531023975e+23]",1.1887704796875884,"[-1, 1]","[1, 2]",1,"(0.32983396507377316, 0.7204720340852252)","(0.12279622113086075, 0.8132409069664814)"
QggpZW0lOz,7,"[(0.661631740618297, 0.24668268370125257), (0.7317795158417911, 0.4824202873253448), (0.14995734871322874, 0.6205936189868029), (0.2602643054776732, 0.31001912446657376), (0.12540495408834673, 0.057324608129776244), (0.8025280891978518, 0.9167382551245672), (0.8937199954585002, 0.7954729655072563), (0.3581523157838601, 0.8643003091782435)]","[8820.336129839561, -34075.03798134452, 53495.99608667168, -43810.9000490251, 19987.969241254774, -5024.146665656266, 640.0141873308895, -31.3071749873182]",3.5,384419153308747165355898,0x516767705a57306c4f7a,"[8820.336129839561, -34075.03798134452, 53495.99608667168, -43810.9000490251, 19987.969241254774, -5024.146665656266, 640.0141873308895, -3.8441915330874716e+23]",-2.6750187043380036,"[3, -3]","[-3, -2]",-3,"(0.661631740618297, 0.24668268370125257)","(0.7317795158417911, 0.4824202873253448)"
367o5cLhug,5,"[(0.8481390965310799, 0.10517813058447534), (0.3469119546978855, 0.15787229693287974), (0.5771512131156361, 0.385986513776276), (0.9594380067411693, 0.3756852953991192), (0.7348495533668586, 0.32155766140903863), (0.7080719133002333, 0.44358522139145384)]","[-1651.2078052415363, 5836.387334464249, -8032.71693520603, 5356.258259194052, -1720.0793955684803, 211.3910262355538]",2.5,241840809276427322553703,0x3336376f35634c687567,"[-1651.2078052415363, 5836.387334464249, -8032.71693520603, 5356.258259194052, -1720.0793955684803, -2.418408092764273e+23]",8.51205887539253,"[-9, 9]","[8, 9]",9,"(0.8481390965310799, 0.10517813058447534)","(0.3469119546978855, 0.15787229693287974)"
7p1MXdVYw5,13,"[(0.14624938051417669, 0.48670144381716207), (0.15571607576720414, 0.6392819222630001), (0.18006025726143027, 0.8794301792393073), (0.44963477587424305, 0.4323673273701919), (0.7456201170274085, 0.9017795277692504), (0.4462761501930079, 0.6235918623887785), (0.43600587612800457, 0.44828701687002803), (0.9705075817006742, 0.1840955499021838), (0.3073054925320725, 0.18285288694478707), (0.7972100385681211, 0.12153713931172883), (0.14325606740914865, 0.560189420976227), (0.7381239378261325, 0.5202826226259489), (0.6966312583361224, 0.9237199962721321), (0.5535340913170819, 0.15155137227201232)]","[-12814779675.02537, 81253915732.74663, -231502490543.13004, 391703677873.1734, -438257561939.82544, 341671643932.36523, -190533107835.65265, 76781247105.77148, -22313941044.10196, 4611118379.805368, -657867705.3931783, 61346127.62875159, -3353160.035234685, 81246.25068859103]",4.333333333333333,261799744486954990401333,0x3770314d586456597735,"[-12814779675.02537, 81253915732.74663, -231502490543.13004, 391703677873.1734, -438257561939.82544, 341671643932.36523, -190533107835.65265, 76781247105.77148, -22313941044.10196, 4611118379.805368, -657867705.3931783, 61346127.62875159, -3353160.035234685, -2.61799744486955e+23]",13.584120873970079,"[-14, 14]","[13, 14]",14,"(0.14624938051417669, 0.48670144381716207)","(0.15571607576720414, 0.6392819222630001)"
h8OAUb53f3,3,"[(0.7747418472566572, 0.9077737471058858), (0.3828515091223822, 0.04080472282604053), (0.42711065333733633, 0.7185000574571808), (0.05465369026149802, 0.11455603365512379)]","[-110.25992138635158, 137.04655883804898, -41.38546429205865, 1.9850629163928417]",1.5,492164842826253607331379,0x68384f41556235336633,"[-110.25992138635158, 137.04655883804898, -41.38546429205865, -4.921648428262536e+23]",1.579487466888478,"[-2, 2]","[1, 2]",2,"(0.7747418472566572, 0.9077737471058858)","(0.3828515091223822, 0.04080472282604053)"
uLvjiWTVdm,7,"[(0.04084100718440431, 0.40098662484509007), (0.18660649611654534, 0.9815622765902998), (0.0082154448749574, 0.10258660961393129), (0.8418293499773541, 0.3880257788557312), (0.21666369976570088, 0.2775079347222452), (0.8896140285805746, 0.38645843297466653), (0.365134905707696, 0.7999884791857116), (0.9672976897309684, 0.19063658382416304)]","[-13911.281478767134, 45868.64187200416, -57525.4305797577, 33885.825438454776, -9336.687797967976, 1039.9940583639857, -25.226940527008075, 0.2446691446272681]",3.5,553927363793618220770413,0x754c766a69575456646d,"[-13911.281478767134, 45868.64187200416, -57525.4305797577, 33885.825438454776, -9336.687797967976, 1039.9940583639857, -25.226940527008075, -5.539273637936182e+23]",0.6688186022730039,"[-1, 1]","[0, 1]",1,"(0.04084100718440431, 0.40098662484509007)","(0.18660649611654534, 0.9815622765902998)"
nvaVEkDIhn,5,"[(0.9151283579961514, 0.826050270642977), (0.9184824971827986, 0.6488921337543757), (0.02670630710581634, 0.7364031269158704), (0.6137718275278617, 0.3178095592144152), (0.9149183339590804, 0.3733821430826465), (0.41672269410831, 0.9103720523494504)]","[-4646461.995077847, 13431606.514269471, -14228057.304839414, 6573652.780384638, -1164470.2851837461, 26675.17355277196]",2.5,521644042786155386202222,0x6e766156456b4449686e,"[-4646461.995077847, 13431606.514269471, -14228057.304839414, 6573652.780384638, -1164470.2851837461, -5.216440427861554e+23]",58.94444752252355,"[-59, 59]","[58, 59]",59,"(0.9151283579961514, 0.826050270642977)","(0.9184824971827986, 0.6488921337543757)"
